"ID" "GSM2500349"	"GSM2500350"	"GSM2500351"	"GSM2500352"	"GSM2500353"	"GSM2500354"	"GSM2500355"	"GSM2500356"	"GSM2500357"	"GSM2500358"	"GSM2500359"	"GSM2500360"	"GSM2500361"	"GSM2500362"	"GSM2500363"	"GSM2500364"	"GSM2500365"	"GSM2500366"	"GSM2500367"	"GSM2500368"	"GSM2500369"	"GSM2500370"	"GSM2500371"	"GSM2500372"	"GSM2500373"	"GSM2500374"	"GSM2500375"	"GSM2500376"	"GSM2500377"	"GSM2500378"	"GSM2500379"	"GSM2500380"	"GSM2500381"	"GSM2500382"	"GSM2500383"	"GSM2500384"	"GSM2500385"	"GSM2500386"	"GSM2500387"	"GSM2500388"	"GSM2500389"	"GSM2500390"	"GSM2500391"	"GSM2500392"	"GSM2500393"	"GSM2500394"	"GSM2500395"	"GSM2500396"	"GSM2500397"	"GSM2500398"	"GSM2500399"	"GSM2500400"	"GSM2500401"	"GSM2500402"	"GSM2500403"	"GSM2500404"	"GSM2500405"	"GSM2500406"	"GSM2500407"	"GSM2500408"	"GSM2500409"	"GSM2500410"	"GSM2500411"	"GSM2500412"	"GSM2500413"	"GSM2500414"	"GSM2500415"	"GSM2500416"	"GSM2500417"	"GSM2500418"	"GSM2500419"	"GSM2500420"	"GSM2500421"	"GSM2500422"	"GSM2500423"	"GSM2500424"	"GSM2500425"	"GSM2500426"	"GSM2500427"	"GSM2500428"	"GSM2500429"	"GSM2500430"	"GSM2500431"	"GSM2500432"	"GSM2500433"	"GSM2500434"	"GSM2500435"	"GSM2500436"	"GSM2500437"	"GSM2500438"	"GSM2500439"	"GSM2500440"	"GSM2500441"	"GSM2500442"	"GSM2500443"	"GSM2500444"	"GSM2500445"	"GSM2500446"	"GSM2500447"	"GSM2500448"	"GSM2500449"	"GSM2500450"	"GSM2500451"	"GSM2500452"	"GSM2500453"	"GSM2500454"	"GSM2500455"	"GSM2500456"	"GSM2500457"	"GSM2500458"	"GSM2500459"	"GSM2500460"	"GSM2500461"	"GSM2500462"	"GSM2500463"	"GSM2500464"	"GSM2500465"	"GSM2500466"	"GSM2500467"	"GSM2500468"	"GSM2500469"	"GSM2500470"	"GSM2500471"	"GSM2500472"
"DLEU2///MIR15A"	4.3877	4.4657	3.9973	4.774	4.3282	3.9839	4.2361	4.8071	5.0587	4.223	4.6405	4.3403	4.7992	4.1471	4.3887	4.8578	4.3841	4.2686	4.459	4.3986	4.4939	4.6647	4.9396	5.1177	4.9909	5.1879	4.8486	5.0588	4.1458	4.4523	4.7487	5.1795	4.9742	5.0163	4.9835	5.2675	4.6313	4.5935	4.9065	4.9267	4.6854	4.6444	5.2219	5.084	4.8711	4.9221	4.9927	5.2199	4.9031	5.4843	4.9994	4.5888	5.2332	5.1244	4.7665	5.0325	4.857	4.8325	4.389	5.1908	4.7428	5.1298	4.5096	4.5491	4.8781	5.0127	4.7586	4.3477	4.4535	4.6253	5.2873	5.2879	4.9635	4.656	4.9652	4.2247	5.0723	5.1428	4.4132	4.4856	4.9157	4.8898	5.2867	5.2173	4.565	4.9601	4.8201	4.9911	4.8258	5.2595	5.719	5.5667	5.5093	4.6987	4.7374	5.3538	5.0939	5.3726	5.1884	5.5411	4.4746	4.7996	5.2685	4.9959	5.0373	5.0626	5.1041	5.4065	5.2259	5.2102	5.6144	5.5847	5.3194	5.1939	5.2049	4.6923	4.1767	5.4745	4.9156	5.1624	5.0955	5.4487	5.103	5.0041
"DLEU2L"	6.5358	6.8243	6.7849	6.9433	6.4586	6.2083	5.9089	6.7038	6.8188	6.0273	6.6081	6.3489	7.0102	6.8155	6.3102	6.6653	6.506	6.5627	6.6997	6.6793	7.007	7.0311	6.8008	7.3065	6.7126	6.9084	6.8029	7.0426	6.6803	6.2689	6.3389	7.3073	6.7542	7.0554	6.7888	7.0736	7.4136	6.8667	7.1343	7.4744	7.4144	7.0327	7.0591	7.4455	6.7005	7.106	7.1619	7.0753	6.8173	7.2195	6.7167	6.6853	6.8624	7.4092	6.7821	7.0972	6.5438	7.2362	6.5838	6.8017	6.3383	6.9798	6.9725	7.0406	6.6193	6.7298	6.7274	6.8276	6.63	6.8083	7.0558	7.3765	6.813	6.7517	7.3277	7.149	6.8894	7.2009	6.4583	6.4358	6.6549	6.6693	6.8412	6.9249	7.0819	7.2387	6.7774	6.9854	7.2706	7.6716	7.9466	7.4965	7.4559	7.2247	6.7186	7.5148	7.1719	7.4987	7.2886	7.1933	7.5276	7.0163	7.2705	7.3551	7.023	6.937	7.1455	7.1208	7.1476	6.8109	7.8714	7.3768	7.4001	7.2823	7.5525	7.792	7.6715	7.6996	6.8458	7.9062	7.1062	7.654	7.3827	6.7789
"DLEU7-AS1"	3.7275	3.4456	4.0666	3.5104	4.5985	3.7158	3.8943	3.0952	3.5125	3.8103	4.0302	3.5049	2.952	3.5412	3.6965	4.0071	4.224	4.1751	3.7571	4.3804	3.2206	3.5399	3.9022	3.8376	3.7567	3.6621	3.2918	3.0862	4.1959	3.6774	3.7163	3.5785	3.7228	3.7214	3.7567	3.958	4.3895	3.5707	3.176	3.7972	3.8338	3.7271	3.3612	3.4632	4.0965	4.1211	3.5457	3.3326	3.4962	4.4512	3.9597	3.8395	3.9257	3.5843	3.5397	4.0952	3.452	3.5192	3.7826	3.5843	4.5865	3.7637	4.0433	3.6692	3.4418	3.5925	3.9916	3.9492	3.8118	4.0174	2.706	3.7271	4.3175	4.1719	3.5612	3.6445	3.7809	3.819	3.9232	4.1116	3.6445	3.6386	3.6445	3.6038	2.5557	3.3984	3.7486	3.5633	3.5683	3.7681	3.5597	3.4592	3.7726	2.2078	3.596	3.6247	3.8428	3.6134	3.4597	4.7768	3.5671	3.5825	2.9837	3.5186	4.0896	3.6182	3.0987	3.5354	3.6989	3.3449	3.4597	3.5079	3.7471	3.7729	3.0569	3.435	3.829	3.4067	3.2154	3.3133	4.0485	3.3259	4.0652	3.665
"DLG1-AS1"	1.6814	1.3577	1.2566	1.3735	1.333	1.1327	1.2678	1.9178	1.266	1.5885	1.3533	1.2566	1.3154	1.2566	1.3677	1.4359	1.333	1.1588	1.2678	1.266	1.3935	1.3441	1.2652	1.4603	1.2652	1.2652	1.4947	1.3628	1.9799	1.2734	1.554	1.7434	1.2734	1.2734	1.2652	1.2652	1.4439	1.3312	1.3767	1.3767	1.4486	1.2043	1.3587	1.4211	1.2652	1.2652	1.2602	1.2602	1.3767	1.3992	1.539	1.3404	1.3767	1.3767	1.3496	1.3404	1.7845	1.4147	1.3767	1.3767	1.6339	1.3021	1.4486	1.1752	1.2602	1.2602	1.6368	1.3021	1.2602	1.2602	1.3021	1.3021	1.4359	1.4067	1.3575	1.8368	2.069	1.5964	1.2533	1.2745	1.3312	1.2195	1.4831	1.3312	1.5537	1.1623	1.2533	1.3058	1.2734	1.2734	1.583	1.331	1.2647	1.2707	1.3585	1.4981	1.3777	1.3777	1.3377	1.2609	2.2516	1.7589	1.3565	1.3381	1.3777	1.389	1.3381	1.3336	1.2998	1.2998	1.2609	2.136	1.2968	1.3402	1.331	1.331	1.6967	1.1893	1.6417	1.0979	1.2746	1.0086	1.329	1.3381
"DLG3-AS1"	4.4603	4.3798	4.2667	4.4464	4.5167	4.3857	4.408	4.696	4.2097	4.2483	4.6345	4.381	4.6714	4.4997	4.5477	4.1763	4.6486	4.9282	4.1796	4.3703	4.3077	4.8018	4.2733	4.4885	4.4028	4.5558	4.6281	4.4335	4.2641	4.441	4.1897	4.4972	4.2691	4.2377	4.5247	4.1929	4.4577	4.3515	4.4401	4.5208	4.3569	4.1815	4.5169	4.053	4.2899	4.5823	4.4186	4.1205	4.6404	4.1718	4.0111	4.5942	4.4943	4.2116	4.3528	4.1537	4.3078	4.5908	4.4745	4.6548	4.3831	4.6367	4.3569	4.2204	4.4913	4.4777	4.3908	4.3175	4.4186	4.4186	4.3545	4.1995	4.3934	4.1365	4.4385	4.6133	4.5432	4.3828	4.559	4.5021	3.974	4.2856	4.5243	4.3313	4.4938	4.1645	4.8589	4.2074	4.422	4.1249	3.8673	4.6661	4.3637	4.1331	4.1282	4.1359	4.4624	4.7309	4.4414	3.8459	4.1377	4.2638	4.2306	4.2942	4.1799	4.1825	3.9673	4.6884	4.437	4.3277	4.5018	4.5278	4.3912	4.4883	4.2745	4.3859	4.7442	3.8325	4.4325	4.0726	4.1282	4.1317	3.8987	4.3484
"DLG5-AS1"	3.1764	3.2306	2.7944	2.8237	3.0323	2.772	3.0136	2.6784	2.683	3.6159	3.3421	2.861	2.9202	2.7032	2.8685	2.86	2.8971	3.3819	2.7773	2.7276	2.4456	2.8784	2.745	2.6694	2.9035	3.3826	2.9866	2.8196	3.4587	3.1692	3.309	2.7111	3.5745	2.8767	2.7464	2.9894	3.3302	2.742	2.9061	3.0516	2.5497	3.0494	2.9588	2.5397	2.9889	2.8041	2.9875	2.8007	3.2986	3.0889	2.8359	3.0141	2.9551	2.8879	2.8484	2.831	2.8793	3.1473	3.057	3.0952	3.2963	2.9261	2.8391	2.8111	3.3166	3.1757	2.9921	3.3145	3.1185	2.6916	3.2882	3.109	3.1804	3.5843	3.0848	3.4312	2.5838	2.9977	3.481	3.1008	3.0252	3.131	2.7094	3.121	2.8814	2.7553	2.8983	2.6923	2.8593	3.1839	2.6308	2.5785	2.7686	2.8587	3.0893	2.9876	3.1181	2.841	2.9496	3.1424	2.9433	3.0893	2.9612	3.1468	2.7672	2.6753	3.221	3.0738	2.8323	2.8328	2.8656	2.9546	3.126	3.3709	2.9334	3.3359	3.1678	2.5295	2.7708	3.0248	3.0537	2.6483	2.751	3.2679
"DLGAP1-AS1"	7.5084	7.654	7.5139	7.4418	7.6	7.6995	7.8155	7.3354	7.429	7.2653	7.8076	7.2929	7.7445	7.0174	7.3102	7.3192	7.915	7.4292	7.738	7.3617	7.5355	7.2436	6.9859	7.9018	7.4612	8.224	7.88	7.7685	7.4104	8.66	6.8608	7.5072	7.5035	7.4948	7.7672	7.7989	7.779	7.9652	7.622	7.0302	7.3537	7.5925	7.0892	7.6465	7.9912	7.8325	7.1213	7.4553	7.8583	6.9601	7.6799	7.902	8.3696	7.6781	8.1472	7.9292	7.4687	7.7576	7.132	7.8789	8.061	8.0538	7.8887	7.8592	8.0714	7.3615	7.3906	7.5462	8.257	7.5068	8.4609	8.4818	7.0519	7.6909	8.2052	8.1298	7.9644	7.7987	7.3333	7.1626	7.8029	7.616	7.2009	7.0468	8.3908	8.6507	8.1025	7.4515	8.1534	7.4889	7.7059	8.1505	8.0978	7.7941	7.3806	8.5908	8.4238	8.6584	8.1231	7.9652	7.5864	7.8711	7.4257	7.3417	8.4573	8.5976	8.125	7.7454	7.2164	7.3406	8.6465	8.6329	8.2702	7.8321	7.9968	7.1716	7.6908	8.5974	7.4473	8.0763	7.9611	7.712	8.4572	8.641
"DLGAP1-AS2"	5.3856	5.9178	5.1335	5.8324	5.8467	5.1705	5.8014	5.8682	5.6831	5.152	5.2036	5.6626	5.6329	5.525	5.446	5.5718	5.341	5.1055	5.6413	5.6111	5.3699	5.3372	5.0789	6.1798	5.9623	6.2186	6.4357	6.5346	5.1253	6.7569	5.3052	6.1927	5.7774	5.4949	6.2762	6.4178	5.7966	6.3147	5.9582	5.069	5.3484	6.2393	5.338	5.9173	6.1573	6.2012	5.5001	5.8534	5.7709	5.586	6.1343	5.5505	6.5927	6.0049	6.6921	6.6431	5.4764	5.8317	6.1576	6.3787	6.2932	6.3418	6.4607	5.9133	6.3106	5.7629	5.9394	5.7456	6.5942	5.6796	6.8542	6.8323	5.5457	5.9577	5.7142	5.7397	6.3086	6.1933	5.412	5.1892	6.1221	5.9253	6.2744	5.9184	6.7036	6.8285	6.4777	5.8528	6.7916	6.3385	6.8994	6.8576	6.5841	6.4517	5.634	6.6272	6.9859	7.0037	6.4291	6.093	5.2432	6.253	6.2934	5.7155	6.8757	7.1572	6.5197	6.5613	5.7824	5.934	7.4017	6.7565	6.8242	6.3049	5.9903	5.1793	5.4057	7.1901	5.4283	6.0967	6.1514	5.8865	7.0523	6.8515
"DLGAP1-AS3"	3.0976	3.5132	3.8447	2.8117	3.8499	3.5736	3.3459	3.3923	3.1008	3.8917	3.4885	2.9896	3.0976	3.3279	2.2946	3.6022	3.099	3.007	2.8442	2.4965	3.1678	2.8997	2.8438	3.4177	4.2917	2.9435	3.2678	3.265	4.1639	2.6494	3.8742	2.8438	2.9181	3.2204	2.8438	2.8438	2.9441	2.9441	3.6893	3.4323	2.651	3.567	2.2523	2.9651	2.8236	2.8438	3.4514	2.9699	3.4019	3.6356	3.4058	3.1406	2.4728	2.881	2.9574	2.0405	3.2065	2.8509	3.275	3.0614	3.1789	2.4689	3.3276	3.51	2.8137	3.7938	3.518	3.647	3.0767	1.4391	2.4942	3.1404	3.1582	4.0341	2.8351	3.6617	3.2209	2.8005	3.0874	3.303	2.9657	3.3429	3.2237	3.1312	1.8783	3.1411	3.1469	2.8766	2.9784	2.1536	2.4708	3.4695	2.7797	2.9408	3.6364	2.0051	1.9164	2.436	2.6734	2.9127	3.2572	3.7655	2.9645	3.2562	3.154	2.4482	3.7469	3.6602	3.2512	2.488	2.9813	3.1128	3.7632	3.1738	2.9629	2.4673	3.2449	2.9124	2.4428	2.8358	3.2702	3.5255	2.9998	3.4212
"DLGAP2-AS1"	4.2963	3.6736	4.1113	3.7553	3.9461	4.1317	4.1955	4.1648	3.4259	4.3307	3.811	4.1348	3.6198	3.8579	3.5805	4.0663	3.7101	4.4829	3.8481	3.6074	3.6333	4.1542	3.8041	3.9812	3.8041	3.9467	3.8354	3.701	4.2611	4.1589	4.0984	3.9561	4.0319	3.9616	4.2301	4.0846	3.8153	3.7837	3.716	4.2486	3.9044	4.1512	3.637	3.7028	3.8849	3.8041	3.8484	3.7287	4.1586	4.4519	3.8263	3.8263	3.5968	3.6645	3.7161	3.8687	3.7905	4.3114	4.0119	4.1106	4.0096	3.6173	3.7367	3.8898	3.9176	4.3769	4.3292	3.6173	3.793	3.9439	3.7367	4.2583	4.1421	4.3316	4.0204	4.364	3.9503	3.6917	4.4729	4.5028	3.5949	4.043	4.0727	3.9805	3.7263	3.748	3.9473	3.8176	3.7988	3.6055	3.2393	3.5931	3.2305	3.8341	3.3515	3.8427	3.5848	4.2793	3.7849	3.6583	3.9169	3.952	3.8094	3.6708	3.4108	3.486	3.957	4.1863	3.6347	3.9248	3.7843	3.7843	3.5312	3.7709	4.12	4.1718	3.6558	4.412	3.6994	3.4756	4.1821	3.9519	3.7009	4.5241
"DLX6-AS1"	3.6333	3.2179	3.5565	2.8539	3.4839	3.2339	3.5236	2.8801	2.8022	3.3776	3.1295	2.9157	3.0884	2.1124	2.7345	3.4444	2.7368	2.7862	3.1223	2.6735	2.3859	2.7825	2.1862	1.624	3.4584	3.3738	3.1531	2.9525	3.9115	2.9602	3.2217	3.3379	3.1199	2.9871	3.5449	3.4428	3.011	2.9241	3.3504	3.2896	3.1098	2.996	2.7476	2.3844	3.5356	3.1098	3.3284	3.0629	3.6451	4.207	2.5982	3.4943	3.4602	2.4527	3.0642	3.2838	2.8635	3.3196	3.0766	3.8383	2.6408	3.1257	2.4837	3.2207	3.8119	3.1329	3.3263	3.1977	3.4605	3.0192	3.4317	3.5567	3.7652	3.4699	3.3787	3.4781	2.9524	2.7273	3.9305	4.2488	2.9886	3.659	2.7093	3.0776	2.499	2.8521	3.0615	2.5196	3.413	3.4965	1.966	2.1059	2.8405	2.7334	3.0492	2.195	2.6699	3.1716	2.6408	3.0285	2.6151	1.9334	3.3443	3.1671	3.1874	2.5793	4.0225	3.8232	3.7067	2.3944	1.9522	3.2785	3.2048	3.0501	3.2668	3.1382	3.0673	2.4203	2.3159	2.7208	3.5155	3.1183	2.5322	2.436
"DNAH17-AS1"	3.8441	3.663	3.931	3.8036	4.1241	3.656	3.8893	4.1794	3.9319	3.8723	3.7332	3.8557	4.2517	3.7534	4.0869	4.053	3.4592	3.9061	3.9055	3.7205	3.6976	3.8563	4.0177	4.2372	4.0288	3.7202	3.8301	3.4104	4.409	3.6947	4.2064	4.3555	3.9434	4.3704	3.8475	3.9504	4.5784	3.8817	3.7717	3.9654	3.8288	3.7606	3.7787	3.5015	3.8113	4.0255	4.0307	3.2267	3.6939	3.791	3.7644	4.1911	3.8697	3.8697	4.0601	3.6917	3.8766	4.3076	4.2498	4.104	3.7085	3.7002	3.5408	4.166	4.1165	3.8614	3.7001	4.0441	3.8125	3.9866	4.174	3.9408	4.3577	4.0389	4.0993	3.9474	3.8891	4.1356	3.8897	4.3076	4.2108	4.368	3.8704	4.0547	3.8043	3.7006	3.7254	3.5253	3.753	3.71	3.2862	3.6834	3.7979	3.0456	3.9331	4.0391	3.8481	3.8696	4.1596	3.752	3.7579	3.9184	3.8871	3.8714	3.734	3.6941	3.4889	3.8155	4.0378	3.8225	3.8001	3.933	3.7799	3.9228	3.9954	3.694	3.79	3.1777	3.7904	3.8559	3.7237	3.8447	3.7199	3.8155
"DNAJB8-AS1"	3.1055	3.0386	2.9019	2.9552	2.9298	2.7453	3.5789	3.2871	3.0462	3.4511	3.3559	3.2355	2.8955	2.6163	2.5382	3.1337	3.0351	3.2423	2.9382	2.9701	3.331	3.248	3.2639	3.2709	3.0945	3.4854	2.7495	3.0262	3.3575	3.0282	3.0945	3.0307	2.8563	2.8877	3.0945	3.2001	3.3968	2.8855	3.246	3.2511	3.0763	3.1785	3.6022	3.2163	3.0945	3.0945	3.1774	2.7704	3.2218	2.8241	3.2102	3.2064	2.922	2.922	2.9472	3.2335	3.0158	2.6246	3.1973	2.7645	3.0763	3.0193	2.9931	3.1984	3.314	3.4403	3.0193	3.0763	3.5284	3.0457	3.3537	3.0193	2.7747	3.1541	3.6012	3.4091	3.3996	3.1609	3.6977	3.1159	2.8678	2.9403	3.2135	3.5126	3.1241	2.965	3.1668	2.879	3.3228	3.2447	3.292	3.213	3.0944	2.9453	3.428	3.038	3.4972	3.353	3.4247	3.168	3.3648	3.0089	3.1688	2.906	2.9121	2.8367	2.8461	3.3275	3.5841	3.0207	3.2676	3.2461	3.3848	2.9288	3.318	3.1374	3.2659	2.6522	3.2883	3.0624	3.0291	3.2903	2.6891	2.803
"DNAJC27-AS1"	3.4888	3.6991	3.1928	3.4033	3.5069	3.4346	4.0337	3.7503	3.4128	3.661	3.684	3.7312	3.6039	3.3937	3.4671	3.6557	3.707	3.712	3.488	3.5215	3.3067	3.3258	3.7181	3.7128	3.1753	3.6196	3.4236	3.7552	2.7377	3.9529	3.6536	3.4477	3.6452	3.9581	3.6615	4.0398	4.0025	3.3919	3.7266	3.8753	4.1888	3.3867	3.5444	3.4974	3.5464	3.639	3.7406	3.5912	3.531	3.5929	3.7642	3.4061	3.7856	3.5988	3.4061	3.3244	3.7573	3.1444	2.7756	3.8297	3.5846	3.7408	3.6096	3.8685	4.2533	3.7573	3.6096	3.4638	3.7709	3.8583	3.2728	3.707	3.7726	3.5328	3.917	3.1897	3.4861	3.3941	3.9813	3.8137	3.6184	4.1951	3.8844	3.7144	3.575	4.1602	3.4528	3.4545	3.5641	3.6452	3.511	3.6047	3.8215	3.9024	3.4685	3.9203	3.7133	3.7061	3.6612	3.6807	3.6599	3.9032	3.8441	3.8387	3.8108	3.8154	3.6298	3.7761	3.0215	3.5744	3.2405	3.4126	3.9202	3.9692	3.6849	3.3587	3.3974	3.6316	3.3243	3.4368	3.8068	3.7945	4.145	3.6628
"DNAJC3-AS1"	3.4008	3.2412	2.8007	3.2409	2.4409	2.8435	2.1275	3.0023	3.3942	2.9329	3.0396	2.6557	3.1639	2.4747	2.9193	3.9883	2.4944	2.9585	3.2303	2.6258	3.2097	1.8344	2.6356	3.5136	3.3462	3.5853	3.5464	3.949	3.6959	3.9175	3.5585	3.6678	3.8115	3.9617	3.8231	4.1523	2.7623	2.9598	3.42	2.8847	2.292	3.133	3.5059	4.1903	3.5031	3.8615	3.5602	3.7802	3.4472	3.3988	3.9352	3.2544	4.7713	3.518	4.0384	4.4722	3.9972	3.3273	3.3428	4.2872	3.7621	4.2579	3.8147	3.4121	3.1517	3.1025	3.5816	3.3587	3.6019	3.3847	4.071	4.3371	3.5395	3.6417	3.4487	2.6097	3.994	3.4686	3.1245	3.1141	3.199	3.5461	3.9552	3.8128	3.4874	3.524	3.8989	4.1635	3.8023	4.0938	5.0576	4.4139	4.4176	3.7338	3.546	3.8516	4.3997	4.0055	3.6671	3.2152	3.2593	3.7792	3.519	3.7774	3.5241	3.5108	4.4483	3.993	3.8809	3.5493	5.4043	4.3975	3.4025	3.6755	3.1848	2.9506	3.7239	5.043	3.2725	3.1347	3.5203	2.6705	4.452	3.9091
"DNAJC9-AS1"	4.592	4.6956	4.2987	3.9397	4.5195	4.0389	4.8185	3.9859	3.845	4.4735	4.3383	3.8075	3.8015	3.6068	4.0389	4.736	4.2692	5.0753	4.3743	4.1316	4.4119	4.0608	3.8292	3.8852	4.7917	4.7995	4.4514	4.0342	4.5761	4.908	4.972	4.6175	3.9594	3.916	4.183	4.5505	4.2053	3.939	4.2238	4.2092	4.3125	4.9014	4.1171	4.2127	4.2369	3.876	4.4096	4.2452	4.4878	4.713	4.5135	4.6472	4.4365	3.606	3.9845	3.927	4.0501	4.1744	4.9933	4.9035	4.3125	4.4017	3.8621	4.3125	4.4329	4.6731	4.3534	4.2247	4.3545	4.4454	3.8484	4.5046	4.4903	4.9609	4.6176	4.6524	4.4339	4.0374	4.8881	4.9338	4.255	4.5583	3.8894	3.7382	3.6552	3.7675	4.4576	4.2242	4.1409	4.2726	4.3148	4.2657	4.1561	3.7663	4.3201	4.1609	3.9692	4.2824	4.8033	3.8682	3.7644	3.5598	4.4468	3.8394	4.3619	3.9791	4.5579	4.82	4.6859	4.355	3.9875	4.5092	4.4823	4.2795	4.2913	4.1179	3.8689	3.8742	3.7725	3.7789	4.2146	4.1568	4.5632	4.1382
"DNM1P35"	2.3903	2.3374	2.4228	2.5962	2.3549	3.1981	2.9228	2.328	2.6233	2.5791	2.5611	2.4228	2.7439	2.8528	2.5349	2.4938	2.3549	2.6446	2.5644	2.7457	2.3093	2.6601	2.4346	3.0879	2.4686	3.125	2.8077	2.72	2.7445	2.5307	2.4377	2.7612	2.6067	3.0064	2.4586	2.2529	2.7797	2.8124	2.7003	2.2726	3.1298	2.5598	2.5428	2.9183	2.5082	2.7301	2.4252	2.7593	2.7883	2.6781	2.5957	2.4729	2.642	2.5709	2.5884	3.2631	2.6153	2.8825	2.5709	2.4701	2.9471	2.52	2.7104	2.501	2.7199	3.2887	2.7866	2.8526	2.7362	2.6541	2.7043	2.9081	2.4893	3.3366	2.5825	2.7222	2.5982	2.6741	2.6622	2.9418	3.0572	2.4791	2.5825	3.055	2.5667	2.6391	2.5683	2.5529	3.0271	2.4388	2.8033	2.5824	2.5789	2.9173	2.5219	2.6004	3.2289	2.4432	2.5041	3.011	2.6345	2.6554	2.3941	2.6968	2.9398	2.6013	2.2638	2.6089	2.8538	2.7061	2.4251	2.4251	2.5844	2.7594	2.6569	2.4056	2.7968	2.7155	3.0269	2.7705	3.4155	2.6608	2.7488	2.652
"DNM3OS"	2.916	2.6526	3.3158	2.586	3.0277	2.9047	3.1469	2.7289	2.6547	2.8116	2.7454	2.7558	2.7021	2.7487	3.0277	2.8575	3.0236	3.3043	2.6373	2.7023	2.7494	2.7	2.6318	2.1638	2.7529	2.8537	3.1195	2.6765	2.8658	3.2883	3.2879	2.5068	2.9908	2.6959	3.1431	2.7881	2.9058	2.7952	2.8857	2.9918	2.4529	2.9944	2.7148	2.5363	2.8681	2.7382	2.8941	2.7443	2.6801	3.2173	2.789	2.9642	2.8781	2.6289	2.753	2.8198	2.6768	2.576	3.1129	2.9918	2.9743	2.7461	3.2308	3.0082	2.8433	2.9342	3.0062	2.907	2.898	2.8468	2.4172	3.2239	2.8454	3.1036	3.1246	3.0131	2.7524	2.9831	3.2384	3.2971	2.77	2.9638	2.795	2.5015	2.7264	2.7231	2.6261	2.5363	2.5026	2.803	2.3835	3.077	2.7054	2.7566	3.0526	2.6916	2.8357	2.6861	2.8997	2.8804	2.5955	2.6792	2.5788	2.7499	2.5871	2.5178	3.1671	3.1811	2.839	2.8399	2.9136	2.6691	2.9761	3.2525	3.0425	2.408	2.8922	2.755	2.3944	2.8217	2.7986	2.6971	2.5796	2.9337
"DOCK4-AS1"	3.9583	3.0891	2.3338	3.6646	3.7355	2.8146	3.6637	2.2682	2.8935	3.478	2.1416	3.2573	2.8004	3.0891	2.8146	3.8599	2.8146	3.7368	3.6132	2.4302	2.7327	2.7761	3.0637	2.3306	3.379	2.558	2.7871	2.8214	3.2339	3.4737	4.4148	3.403	3.5537	2.9575	3.7155	3.9464	3.0932	3.3219	3.3565	3.1604	2.153	3.5782	4.222	2.7797	4.2791	3.4251	5.4986	2.7948	4.0956	4.0999	2.8239	3.5695	3.3654	2.7153	2.7491	2.7212	3.086	3.0972	4.5045	3.4537	3.1847	3.0505	3.3084	3.7401	3.5726	3.0968	3.7193	3.4125	3.4242	3.1849	2.9642	3.2402	3.5127	3.5871	3.7638	4.1129	3.6705	2.1113	3.8749	4.047	3.6805	3.5312	2.3592	2.721	2.323	1.9435	2.9946	3.2103	3.4818	3.0511	2.6624	2.2716	2.0174	2.3947	3.2794	2.9713	2.2003	3.2454	3.029	2.7158	2.3439	1.7164	3.7882	4.4596	3.2147	2.7442	3.7024	2.9735	3.3599	2.9649	2.7271	2.9262	3.0627	3.1849	2.8537	3.2407	2.5073	2.6432	3.2312	2.8603	3.3794	4.3072	2.7617	3.2672
"DOCK9-AS2"	3.8624	4.1852	4.6129	3.5326	3.5668	4.4504	4.0138	4.1284	4.6906	3.9399	3.8782	4.5695	4.1465	4.044	3.941	4.3113	4.1085	3.5764	4.1875	4.0029	3.7924	4.512	4.3774	3.7919	3.6061	4.0281	3.6238	3.851	4.5884	3.6997	3.6124	3.6352	4.2026	3.8306	3.6124	3.6124	3.6035	4.0545	4.0795	3.1616	3.7107	3.8494	2.9176	4.7599	4.0237	3.5002	3.7637	3.2613	3.9655	3.2245	3.8466	4.1506	3.2846	3.723	3.7869	3.9736	3.7568	3.6579	4.2152	3.697	3.8494	3.8494	3.6551	4.2226	3.4566	3.531	3.8494	3.9887	3.7151	4.7399	3.2264	3.5057	4.0045	4.0963	3.9474	4.3281	3.3036	4.259	3.7633	3.7244	3.4128	3.507	3.9554	3.6866	3.8124	3.6068	3.894	3.509	3.5487	3.5404	3.5311	3.879	3.0401	4.0085	4.2864	3.0559	4.019	3.7931	3.7386	2.9117	4.4267	3.8859	3.2139	3.5702	3.8859	3.5397	3.5263	3.7125	4.0257	3.9891	3.8872	3.6849	3.9671	3.7883	3.5311	4.0564	4.2819	3.499	3.7332	3.5261	3.5406	3.8252	3.5462	3.5702
