"ID" "GSM1373914"	"GSM1373915"	"GSM1373916"	"GSM1373917"	"GSM1373918"	"GSM1373919"	"GSM1373920"	"GSM1373921"	"GSM1373922"	"GSM1373923"	"GSM1373924"	"GSM1373925"	"GSM1373926"	"GSM1373927"	"GSM1373928"	"GSM1373929"	"GSM1373930"	"GSM1373931"	"GSM1373932"	"GSM1373933"	"GSM1373934"	"GSM1373935"	"GSM1373936"	"GSM1373937"	"GSM1373938"	"GSM1373939"	"GSM1373940"	"GSM1373941"	"GSM1373942"	"GSM1373943"	"GSM1373944"	"GSM1373945"	"GSM1373946"	"GSM1373947"	"GSM1373948"	"GSM1373949"	"GSM1373950"	"GSM1373951"	"GSM1373952"	"GSM1373953"	"GSM1373954"	"GSM1373955"	"GSM1373956"	"GSM1373957"	"GSM1373958"	"GSM1373959"	"GSM1373960"	"GSM1373961"	"GSM1373962"	"GSM1373963"	"GSM1373964"	"GSM1373965"	"GSM1373966"	"GSM1373967"	"GSM1373968"	"GSM1373969"	"GSM1373970"	"GSM1373971"	"GSM1373972"	"GSM1373973"	"GSM1373974"	"GSM1373975"	"GSM1373976"	"GSM1373977"	"GSM1373978"	"GSM1373979"	"GSM1373980"	"GSM1373981"	"GSM1373982"	"GSM1373983"	"GSM1373984"	"GSM1373985"	"GSM1373986"	"GSM1373987"	"GSM1373988"	"GSM1373989"	"GSM1373990"	"GSM1373991"	"GSM1373992"	"GSM1373993"	"GSM1373994"	"GSM1373995"	"GSM1373996"	"GSM1373997"	"GSM1373998"	"GSM1373999"	"GSM1374000"	"GSM1374001"	"GSM1374002"	"GSM1374003"	"GSM1374004"	"GSM1374005"	"GSM1374006"	"GSM1374007"	"GSM1374008"	"GSM1374009"	"GSM1374010"	"GSM1374011"	"GSM1374012"	"GSM1374013"	"GSM1374014"	"GSM1374015"	"GSM1374016"	"GSM1374017"	"GSM1374018"	"GSM1374019"	"GSM1374020"
"LOC101928068"	3.0423	3.027	3.2697	2.9119	3.1202	3.0249	3.0085	3.0758	3.0687	3.2919	2.9331	3.2208	3.1985	3.3441	3.2809	3.066	3.0528	2.9872	3.2412	3.3245	2.7835	2.9761	3.0867	3.5701	2.7815	2.8697	3.0149	2.9624	2.887	2.5593	3.0384	3.0008	3.287	2.9584	2.8484	2.7695	3.0342	3.1911	3.0337	2.8701	3.1317	3.1581	3.1402	3.0387	2.9819	3.003	3.0915	3.1421	2.796	2.8543	2.829	3.0859	3.186	3.1789	3.3537	2.7943	3.0742	3.0756	2.694	2.6375	3.0336	2.8052	2.9874	3.0329	3.0448	3.0515	3.2071	2.9956	3.1872	2.9611	3.6454	3.174	3.0745	3.0764	3.0196	3.1625	2.9355	3.1252	2.931	3.2355	2.9202	2.8368	3.0547	3.0462	2.8467	2.8694	3.0861	2.9467	3.009	3.0322	2.9442	3.2251	3.1517	3.234	3.1182	2.8898	3.003	2.8893	2.8883	3.0878	3.0069	3.0586	3.1451	2.9661	2.989	3.099	3.2499
"LOC101928069"	4.7074	4.884	4.9714	4.6469	4.7933	4.2217	4.7775	4.6194	4.841	4.9308	4.7154	4.6348	4.7642	4.689	4.8204	4.7201	5.1349	4.482	4.7026	4.9352	4.6782	4.8011	4.7234	4.8627	4.4245	4.7475	4.8683	4.6148	4.7246	4.5881	4.6812	4.6864	4.6648	4.5323	4.4436	4.428	4.6037	4.8502	5.1482	4.7167	4.5753	4.4159	4.6329	4.5538	4.5765	4.588	4.7304	4.5167	4.6258	4.6115	4.2226	5.084	4.7902	4.9003	5.0486	4.5483	4.8392	4.9312	4.8204	4.4368	4.5599	4.8809	4.8305	4.6719	4.7926	4.7023	4.5571	4.8881	4.5461	5.0551	4.726	4.8966	4.2762	5.0396	4.8163	4.8049	4.8255	4.879	4.7791	5.0745	4.7222	4.5339	5.0232	4.5491	4.6665	4.2319	4.7284	4.6025	4.3118	4.765	4.6765	4.6776	4.4454	5.1065	4.4581	4.413	4.1856	4.4756	4.592	4.4894	4.4218	4.6348	4.7215	4.4504	4.4619	4.1766	4.5855
"LOC101928076"	2.8075	2.5139	2.7371	2.8354	2.5759	2.58	2.3556	2.3641	2.455	3.0606	2.4716	2.6168	3.3099	2.79	3.0316	2.6457	2.9933	2.8307	2.5429	2.7744	2.9514	2.7741	2.455	2.6486	2.6844	3.0441	3.027	2.4308	2.757	2.6353	2.8779	2.9378	2.6216	2.5099	2.4738	2.4383	2.6754	2.6709	2.6807	2.6268	2.5529	2.6556	2.9276	2.5865	2.8391	2.7918	2.8243	2.7993	2.8577	2.3697	2.7483	3.0253	2.8923	2.8861	2.9095	2.3162	2.5465	3.2306	2.4406	2.5382	2.7076	3.1962	2.9782	2.4677	2.5811	2.7513	2.4758	2.9588	2.5777	3.6324	2.5532	2.8296	2.5844	2.5925	2.7568	2.8661	2.6492	2.95	2.688	2.7472	2.7522	2.4578	2.6463	2.7499	2.5587	2.5065	2.7828	2.5149	2.6145	2.6008	2.7873	2.4101	3.0802	3.15	2.6148	2.6108	2.6174	2.431	2.5392	2.7189	2.9483	2.5242	2.6367	2.4222	2.3755	2.7288	2.7607
"LOC101928098"	2.1266	2.1848	2.1482	2.0374	2.0809	1.8678	1.9426	1.9483	2.2947	1.8152	2.0783	2.0663	2.2197	2.1096	2.1392	2.2018	2.161	2.095	1.8245	2.4705	2.0934	1.8508	1.7057	2.1373	1.9068	1.9862	2.1201	2.0296	1.8968	2.0712	2.1475	1.8046	2.2484	1.8767	1.7746	2.0365	2.0294	2.0466	2.1368	2.1118	2.1908	1.9213	2.1804	1.9304	2.0137	2.2916	2.2151	1.9295	2.2396	2.0103	1.7271	2.5253	2.369	2.1148	2.2523	2.0777	2.5858	2.4978	2.1332	1.8262	1.8904	1.9784	2.2504	2.0983	2.1035	1.8463	1.8344	2.4032	1.9815	2.1148	2.0838	2.0048	1.891	2.0502	1.9934	2.437	2.1803	2.3325	1.8604	2.2858	1.9024	1.7088	2.2015	2.0677	1.6332	1.9995	1.9957	2.0641	2.1501	1.9974	2.3457	2.1937	2.0743	2.3032	1.9886	1.973	2.1177	1.8242	2.0487	2.1056	2.0501	2.04	2.0605	2.1599	1.7939	2.1232	2.1944
"LOC101928099"	3.1057	3.647	3.8503	3.2822	3.5018	3.5424	4.3217	4.3212	3.8765	3.9965	3.7187	3.8501	4.4003	3.7999	4.2684	3.9607	3.8135	4.2627	3.934	3.5493	3.9418	3.6698	3.9905	4.2251	3.9741	4.3021	4.451	4.0375	3.8974	3.7584	3.4582	4.6466	4.7111	3.4645	3.8241	4.1034	4.0313	3.7983	4.0327	3.8526	3.9326	3.9036	4.3349	4.0461	3.8001	4.1556	3.783	3.9428	4.0792	4.0459	4.1921	4.5427	4.3723	4.4131	4.2437	4.0231	4.1078	4.0089	4.04	3.9049	3.8762	3.9715	4.278	4.0551	3.9581	3.7802	3.5295	4.0497	3.2181	3.9553	4.2969	3.5776	3.8731	3.7409	4.0802	4.0304	3.8758	3.6403	4.1562	4.5608	3.7846	3.838	4.3857	3.978	3.6874	3.6708	4.0595	3.8097	3.5753	3.6794	3.7958	4.1367	3.75	4.1034	4.5721	3.7728	3.271	3.6308	3.768	3.3677	3.371	3.7229	3.6246	3.5674	3.7301	3.9661	3.3358
"LOC101928100"	4.4985	4.5398	4.6964	4.3645	4.2535	4.7517	4.7837	4.7768	4.8128	4.6685	4.0656	4.6068	5.0281	4.6784	4.5583	4.5085	4.5423	4.1751	4.4965	4.6587	4.4103	4.5025	4.6309	4.5762	4.0743	4.2473	4.3373	4.64	4.1837	4.0804	4.8357	4.4057	4.9384	4.2798	4.2155	4.0321	4.4444	4.743	4.5335	4.4434	4.3742	4.093	4.7638	4.1699	4.0955	4.1856	4.1279	4.12	3.9023	4.1248	4.4275	4.8546	4.6275	4.3492	4.5102	4.2394	5.0891	5.0238	4.7375	4.2294	3.9198	4.3079	4.5184	4.5066	4.7659	4.2453	4.7061	4.5448	4.5245	4.7544	4.3777	4.2021	4.301	4.3528	4.6135	5.2019	4.2713	4.2835	4.5825	4.1138	4.4165	4.3252	4.6687	4.0861	4.0148	3.884	4.4334	4.6522	4.4763	4.2834	4.2659	4.037	4.5863	4.2473	4.1311	4.1285	4.1747	4.2634	4.1951	4.4815	4.2157	4.4137	4.5764	4.4926	4.0457	4.3319	4.3387
"LOC101928101"	2.2793	2.3691	2.7981	2.3861	2.821	2.5683	2.3427	2.3023	2.0559	2.6923	2.0501	2.5278	2.5608	2.593	2.3967	2.0709	2.5417	2.4568	2.5036	2.3352	2.3067	2.2137	2.3861	2.1958	1.9923	2.7536	2.2927	2.4797	2.2345	2.0503	2.5771	1.9668	3.227	2.3129	2.139	2.2523	2.511	2.5261	2.447	2.2522	2.4172	2.3861	2.2352	2.0554	1.9896	2.3722	2.1506	2.5151	2.692	2.2939	2.4482	2.7212	3.2021	2.6518	2.3998	2.4153	2.7719	2.1761	2.2995	2.1242	2.1333	2.2274	2.6096	2.3615	2.6139	2.1048	2.3388	2.1959	1.9537	2.6193	2.3289	2.3838	2.2685	2.5203	2.5257	2.0148	2.3397	2.4436	2.4919	2.7371	2.6014	2.0849	2.5131	2.3666	2.3082	2.6247	2.5716	2.3722	2.578	2.1231	2.3478	2.3483	2.5408	2.556	2.3224	2.5543	2.357	2.5438	2.4734	2.3475	2.3586	2.6088	2.2466	2.2973	2.3346	2.3144	2.1962
"LOC101928102///LOC102723678///LOC102723709"	2.2482	2.3681	2.765	2.2063	2.4149	2.4237	2.4088	3.0707	2.9552	2.7487	2.8394	3.1223	2.2971	2.3829	2.8256	2.5066	2.5486	2.7724	2.3937	2.6683	2.3836	2.75	2.3861	2.2453	2.4428	2.0694	2.478	2.7251	2.3823	2.3793	3.3353	2.4855	2.7346	3.8887	3.2792	3.7278	3.373	2.9264	2.4122	2.6628	2.2968	2.8853	2.7639	3.4095	3.1592	2.6356	2.6102	2.706	2.6872	2.5145	2.7025	2.0462	2.7047	2.6372	2.6455	3.0263	2.8158	2.8915	2.5698	2.5763	2.1405	2.9652	2.7203	2.8337	2.9779	2.2231	2.809	2.3711	3.3191	2.5593	2.6003	2.7814	2.7994	1.9912	2.5938	2.7764	2.8402	3.1682	2.7175	2.2747	2.3991	1.9968	3.4066	3.5644	3.6171	4.035	3.6077	3.7133	3.4174	3.3235	3.0764	3.8056	3.2614	3.7049	2.9314	3.2944	3.405	3.875	3.5973	3.3049	2.997	2.8755	2.9032	3.5778	3.1696	3.3386	3.0474
"LOC101928104"	5.0518	4.6074	4.4936	4.2516	4.5181	4.1665	4.2497	4.3692	4.176	4.7161	4.3356	4.4908	4.7817	4.5191	4.3373	4.2472	4.3968	4.5716	4.2052	4.5644	3.9568	4.2675	3.9914	4.3873	4.3232	4.5716	4.4964	4.6525	4.5525	4.9302	4.1489	4.3451	4.4713	4.6546	4.1822	4.2938	4.2528	4.0711	4.3709	4.5355	4.5946	4.7064	4.0857	4.2761	4.4744	4.5145	4.6811	4.7065	4.7236	4.8436	4.2566	5.3488	4.8349	4.5358	4.5768	4.2543	4.9767	4.8224	4.8318	4.1527	3.9048	4.4936	4.5658	4.3695	4.265	3.9846	4.2765	3.939	3.9724	4.6734	4.4146	4.8161	4.0237	4.3416	4.2151	4.5657	4.619	4.7636	4.3124	4.4726	4.1624	4.3381	4.3841	4.4135	4.1434	4.0601	4.1481	4.4542	4.548	4.2166	4.5501	4.5616	4.5246	5.2405	4.6403	4.2083	3.9317	4.1309	4.1681	4.1561	4.4896	4.1356	3.9416	4.3555	4.1551	4.4297	4.2361
"LOC101928107"	3.1309	2.9	3.2597	3.4345	2.9005	2.9494	2.7832	2.883	3.0126	3.066	3.0208	3.0469	2.9692	2.9769	3.19	3.3377	3.1077	2.6868	3.237	3.8009	3.229	3.4742	2.9447	3.0708	2.9296	3.1454	3.0635	3.4247	2.7326	2.8395	3.7877	3.2248	3.1281	2.872	3.1489	2.9918	2.9792	3.0934	3.279	2.902	3.302	2.8852	3.2398	3.0873	3.3346	2.9326	3.0804	3.0223	3.3212	3.4525	2.8398	2.8349	3.2087	3.6897	3.471	3.0493	3.683	3.2654	3.2125	2.8341	3.0001	3.1823	3.2124	3.5098	3.1556	3.3406	2.7803	3.0383	3.3852	3.0874	3.0258	3.4913	2.9046	3.0806	3.185	3.9706	3.1791	3.3373	3.0442	3.2782	3.0211	3.1942	2.8914	2.9203	2.7974	2.5078	2.8221	3.1309	3.1832	3.018	3.0509	3.5235	3.0798	3.8536	3.376	3.0482	2.453	3.2177	3.0238	2.9387	3.0686	3.1779	2.8964	2.7831	2.7019	3.1092	2.9551
"LOC101928111"	3.7429	3.9979	3.1541	3.0962	3.7796	3.6263	4.4853	3.738	3.5435	3.9704	3.866	3.7923	3.7826	4.3617	3.9753	3.5034	4.0116	3.6324	3.8741	3.5791	3.7384	3.9644	3.8253	3.5377	3.4843	3.8106	4.0806	3.593	3.76	3.6951	3.7828	3.8272	3.7044	3.5551	3.6991	3.7314	3.6197	4.1366	3.9808	3.5987	3.7489	3.6557	3.8419	3.6814	3.5471	3.767	3.6748	4.1529	4.425	3.6518	4.1407	3.5882	4.2016	4.1834	4.0263	3.7997	3.8084	4.2628	3.7296	3.6896	3.5238	3.3035	3.877	3.7344	3.2875	3.6917	3.6297	3.6256	3.7367	3.4754	4.3217	3.6839	3.7451	4.1537	3.6224	3.8114	4.0316	4.0245	3.6588	3.6706	3.8771	3.8713	3.7337	3.8185	3.5464	3.4653	3.7728	3.4856	3.5155	3.2569	3.8363	3.5654	3.7323	3.4985	3.2229	3.7049	3.4697	3.4122	3.4945	3.2827	3.3815	3.3477	3.6664	3.2553	3.6726	3.3701	3.489
"LOC101928123"	3.5697	3.6551	3.4231	3.3689	3.1964	3.6266	2.9535	3.1892	3.226	3.4372	3.455	3.5004	3.7182	3.2501	3.4064	3.1842	3.3622	3.0188	3.6038	3.3908	3.1287	3.2641	3.1111	3.7541	2.9616	3.522	3.1343	3.4276	3.4335	3.3154	3.3563	2.9291	3.2508	3.3293	3.2646	3.2933	3.4426	3.5388	3.6597	3.3125	3.3465	3.4294	3.5751	3.0528	3.3167	3.437	3.5009	3.4151	3.1045	3.2219	2.9897	3.2657	3.4795	3.4539	3.8776	3.202	3.5609	3.5076	3.211	3.3239	3.2252	3.5204	3.3869	3.4364	3.4503	3.2305	3.2059	3.3697	3.193	3.4416	3.4905	3.3472	3.1662	3.3835	3.2797	3.3524	3.4365	3.5413	3.4586	3.6392	3.2671	3.1816	3.5709	3.5226	3.0738	3.0666	3.3315	3.3045	3.474	3.45	3.6307	3.3293	3.3774	3.8506	4.0423	3.2084	3.226	3.3296	3.3163	3.3966	3.3343	3.6659	3.2688	3.3703	3.2981	3.4396	3.4724
"LOC101928132"	3.3511	3.2385	3.554	3.503	3.3697	3.5881	3.5293	3.668	2.9888	3.033	3.1453	2.5914	3.3673	3.8085	3.3214	3.9858	3.4068	3.1118	3.8309	3.6876	3.412	3.3725	3.5826	3.6741	3.2158	3.0177	3.1593	3.5035	3.5107	3.0373	2.7237	2.7918	3.1453	2.8186	3.1836	2.6507	3.4804	3.8541	3.6143	3.1642	3.5895	3.1242	3.527	3.1452	3.4174	3.42	3.3737	3.3754	2.8674	3.322	3.3269	3.3505	3.5149	3.169	3.9969	3.0641	3.1141	3.0976	3.1858	3.1432	3.9955	3.1567	3.21	3.6096	3.2477	2.6433	3.0588	3.0727	3.2981	3.4209	3.2635	3.1075	2.8846	3.1046	3.7206	3.3183	3.3986	2.9875	3.1607	3.1899	3.0287	3.0117	3.4085	3.0982	2.9569	3.237	3.5558	3.4622	3.7036	3.2873	3.9422	3.1797	3.7046	3.7077	3.5964	2.9481	2.613	2.974	3.017	2.9567	2.6803	3.3125	2.5573	2.9381	2.6428	3.1071	3.1478
"LOC101928134"	5.4851	4.9046	5.7021	4.9426	5.357	4.846	5.3546	5.1889	5.5616	5.6601	5.4388	5.303	5.5221	5.4631	5.4422	5.0513	5.616	5.2503	5.5916	6.5514	5.1585	5.2356	5.3696	5.7209	5.2159	5.6076	5.0758	5.4327	5.4684	5.2617	5.5079	4.751	5.7774	5.2784	4.963	5.1313	5.428	5.7247	6.027	5.2549	5.3084	4.9803	5.5806	5.339	5.5427	5.4455	5.6646	5.5163	5.4203	5.0422	5.405	5.8316	5.7467	5.5628	5.8214	5.1949	5.846	5.8337	5.3909	5.2284	4.9475	5.135	5.6662	5.9563	5.5941	5.4308	5.2781	5.2851	5.3991	5.3621	5.4366	5.0283	5.3181	5.339	5.3279	5.2477	5.3249	5.7765	5.6565	5.9789	5.3835	5.3543	5.7186	5.203	5.3935	4.7931	5.6495	5.4443	5.3597	5.7285	5.5301	5.1154	5.6203	5.7512	5.5504	5.0915	5.1123	5.2915	5.1513	5.1809	5.1934	5.0235	5.3233	5.2429	4.8734	5.5125	4.9954
"LOC101928135"	2.5537	2.7194	2.175	2.3107	2.5107	2.4918	2.2064	2.5728	2.5953	2.9359	2.1752	2.1995	2.5513	2.7047	2.5742	2.3726	2.3886	2.957	2.3539	2.7004	2.4515	2.3227	2.1663	2.3146	2.2136	2.3433	2.5168	2.2508	2.1896	2.6548	2.1805	2.514	2.3809	2.2263	2.2279	2.0101	2.255	2.7047	2.7381	2.3427	2.5562	2.4012	2.5683	2.0141	2.4727	2.3457	2.3484	2.2297	2.2372	2.3689	2.3938	2.7147	2.3282	2.5573	2.7321	2.0558	2.5793	2.1007	2.3194	2.2538	2.1909	2.2212	2.4625	2.1744	2.4551	2.4091	2.2568	2.3412	2.0138	2.3339	2.1353	2.3133	1.9814	2.2653	2.962	2.9225	2.2516	2.6821	2.322	2.4295	2.1322	2.4436	2.3301	2.3126	2.2445	2.0273	2.6912	2.3748	2.7072	2.4816	2.38	2.3837	2.3968	2.4074	2.247	2.3195	2.3207	2.434	2.018	2.303	2.3686	2.4033	2.3532	2.0739	2.2442	2.1504	2.4933
"LOC101928139"	3.8366	3.6373	4.3956	4.166	3.5963	3.344	3.7938	3.7814	3.9249	4.2087	3.9357	4.065	4.1326	4.0878	4.2097	3.8648	3.6097	4.2086	4.2142	4.4978	3.8214	3.9963	4.3101	4.4753	4.0487	3.8328	4.073	4.4048	4.3719	4.1695	4.1378	4.3097	4.0186	3.9488	4.2666	3.9736	4.13	3.9447	4.3263	3.8134	4.3152	3.8636	4.5569	3.7475	4.2278	4.2781	4.7014	3.9634	4.2526	4.1348	4.0206	3.8454	4.1264	4.4398	4.2392	4.2068	4.4921	4.5394	4.0687	3.799	3.9668	4.257	4.4927	4.1746	4.2442	3.7126	3.7068	3.8756	4.4535	4.4641	4.2528	4.0493	4.2585	4.4443	4.8341	4.5236	4.1998	4.0184	4.2669	4.1443	4.475	4.2219	4.361	4.1174	3.7863	4.0317	3.9	4.3742	4.5692	4.2572	4.0621	3.8585	4.0408	4.5697	4.4295	4.1842	3.5991	3.9712	3.4949	3.894	3.8658	4.0716	4.0904	4.082	3.7475	4.082	4.0986
"LOC101928144"	5.5493	5.3443	5.6296	5.3976	5.2289	5.098	5.6238	5.6343	5.338	5.5037	5.4621	5.4541	5.5673	5.6052	5.6855	5.6998	5.3862	5.4058	5.5736	5.2386	5.7773	5.2518	5.3374	5.4614	5.65	5.7793	5.9165	5.9018	5.6814	5.4195	5.8117	5.5021	5.9958	5.3071	5.5748	5.9265	5.5699	5.7616	5.5041	5.5089	5.9068	5.3064	5.3503	5.5165	5.359	5.6957	5.6095	5.5187	5.8951	5.8326	5.4285	5.9876	6.2298	6.0372	5.9408	5.7697	5.9604	5.8644	5.5482	5.2537	5.208	5.4711	5.7186	5.841	5.636	5.3382	5.267	5.3611	5.331	5.4491	5.708	5.4241	5.5934	5.7274	5.0199	5.5948	5.9301	5.4663	5.7767	5.8484	5.3933	5.2787	5.4511	5.5809	5.273	4.9958	5.3669	5.571	5.4003	5.9062	5.494	5.5828	5.933	5.9802	5.7586	4.9897	4.8854	4.9442	5.1163	5.0236	4.971	4.9762	4.9724	5.2865	4.8202	4.8498	5.1101
"LOC101928152"	3.1223	3.3577	3.5597	3.3006	3.2536	3.1426	3.4775	3.2049	3.3733	4.0535	3.7595	3.9143	3.7945	3.7668	3.3822	2.9337	3.0307	4.0547	3.8495	3.3814	3.6402	3.2704	3.5157	3.1973	2.896	3.2641	3.2149	4.1131	3.1177	3.3315	3.0903	2.7677	3.1398	3.9065	3.7866	3.801	3.8957	3.6993	4.1159	3.7249	3.5854	3.245	3.7162	3.5378	3.9594	3.5324	3.433	3.9144	3.915	3.19	4.1909	4.0151	3.5589	3.9566	4.053	3.9811	4.0594	4.4615	4.8569	3.4693	3.276	3.822	3.7111	3.8234	3.7927	3.3559	3.8913	3.5147	3.3995	3.6978	3.6167	3.5007	3.4025	3.7323	3.326	2.7699	3.4072	3.6701	3.2429	3.8668	3.268	3.463	3.6892	3.4488	3.8099	4.9472	4.1013	3.7315	3.7369	3.8559	3.783	4.186	3.975	3.8364	3.6452	3.6094	4.3449	3.5925	3.7186	3.7496	3.1084	4.1029	3.4721	4.0237	3.0033	4.0546	4.0822
"LOC101928157"	2.5715	2.8987	2.9025	2.5871	2.3331	2.2909	2.5387	1.8947	2.3869	2.4719	2.1608	2.5026	2.5388	2.1624	2.4386	2.7751	2.1783	1.9947	2.5181	2.6099	2.1222	2.2508	2.0118	2.4703	2.4381	2.4055	2.515	1.9907	2.5051	1.8225	2.4063	2.2898	3.4955	1.9284	2.2229	2.1556	2.0883	2.3413	2.3783	2.3147	2.6572	2.344	1.9584	2.152	2.118	1.9353	2.2899	2.2377	2.226	2.1252	1.9919	2.4781	2.6193	2.3261	2.3155	1.9207	2.0746	2.5823	2.2097	2.2249	2.0478	2.0633	2.0933	2.6126	2.2496	2.1771	2.1217	2.363	2.4781	2.3508	2.1604	2.2733	2.4548	2.1509	2.4574	2.8693	1.8835	2.0866	2.3648	2.6742	2.2375	2.1153	2.4258	2.3275	2.3366	1.8556	2.1831	2.3651	2.3399	2.4052	2.1067	2.3189	2.4928	2.4074	2.4482	2.4019	2.1755	2.2066	2.2634	2.331	2.1397	2.0643	2.4134	2.0959	2.068	2.3397	2.2862
"LOC101928162"	2.582	2.5953	2.439	2.2743	2.0532	2.3345	2.6522	2.0792	2.2289	2.4405	2.1983	2.49	2.5081	2.1676	2.0092	2.5376	2.5565	2.4012	2.4193	2.9128	2.361	2.6834	2.622	2.5897	2.6121	2.4067	2.6315	2.7401	2.4827	2.3744	2.4178	2.4163	3.2246	2.199	2.191	2.3645	2.6936	2.4853	2.62	2.2458	2.1174	2.0794	2.4775	2.2799	2.5515	2.5205	2.3938	2.3645	2.2845	2.1953	2.5348	2.5574	2.5829	2.446	2.8154	2.2999	2.3198	2.498	2.0954	2.2063	2.2766	2.4556	2.1818	2.221	2.5734	2.7177	2.5844	2.4558	2.4578	2.5181	2.8546	2.3736	2.5222	2.6874	2.3482	2.7269	2.29	2.6085	2.6116	2.7088	2.3471	2.3046	2.2821	2.181	2.2186	2.101	2.1614	2.5429	2.7296	2.3624	2.7873	2.2476	2.766	2.8658	2.4492	2.2818	2.0599	2.2996	2.3521	2.4716	2.8515	2.5102	2.3788	2.4299	2.1116	2.3866	2.3624
"LOC101928167"	1.8725	2.0166	1.8626	1.9858	2.1923	1.7054	1.8458	1.7563	1.9144	2.199	1.6644	1.7908	2.0732	2.2007	1.9779	1.9259	1.8557	1.7972	2.1157	2.1974	1.6574	1.9938	1.7762	1.9304	1.8966	2.0229	1.8896	1.7659	2.0933	1.8043	1.8541	2.1545	1.7457	1.5833	1.8075	1.8021	2.0701	1.9457	1.8559	1.8704	1.5509	1.8297	2.3735	1.7608	1.6429	2.0084	1.8227	1.9295	2.0496	1.9635	2.0698	1.8212	2.4296	1.6968	2.1597	1.8407	1.7796	1.9346	1.9447	1.8966	1.8475	2.0258	1.7828	1.9128	1.9712	2.0451	1.8262	1.772	1.8938	2.029	1.8414	1.8722	2.2296	1.9288	1.9684	2.4155	1.8141	2.2717	1.8138	2.0591	1.9991	1.7256	2.208	1.9449	1.7603	1.648	1.8613	2.006	1.8428	2.0682	2.025	2.274	1.9207	1.8776	1.9012	1.7797	1.7601	1.957	1.7826	1.6511	1.789	2.1622	1.7426	1.8049	1.9023	2.2365	2.0972
"LOC101928185"	2.5505	2.769	2.5854	2.7037	2.4756	2.4037	3.0311	3.0471	2.9402	3.2913	2.5172	2.8068	3.0767	2.9356	3.1542	2.9567	3.0299	2.6743	3.3187	2.6662	3.2361	3.1028	3.0454	2.7867	2.7596	3.0591	2.8112	2.9498	2.9991	2.825	2.8606	2.9356	3.1009	2.6958	2.9203	2.711	2.8744	2.9539	2.8327	3.0547	3.374	2.9916	2.6902	2.8642	2.8462	3.1978	2.9704	2.957	2.7699	2.6128	2.9578	3.3097	2.8145	2.9356	2.9171	2.826	3.4429	3.6826	2.9488	2.8013	2.5653	2.6744	2.6241	2.7636	3.1407	2.9497	2.3199	2.6765	3.444	2.7455	3.4628	3.1239	2.8976	2.701	2.9415	2.4824	3.4091	3.0545	2.9356	3.214	2.8413	3.096	2.9157	3.0736	2.6645	2.1031	3.0627	3.1391	2.9152	3.1726	3.2772	2.9895	3.2864	3.4474	2.947	2.685	2.4605	2.7162	2.4877	2.4737	3.0022	2.8157	2.8978	2.4688	2.4406	2.8425	2.7354
"LOC101928190"	2.6081	2.5782	2.6071	2.3449	2.5417	2.4395	2.3483	2.4386	2.4234	2.6135	2.6021	2.5777	2.9164	2.2586	2.6164	2.5442	2.4854	2.8055	2.7932	2.6166	2.72	2.5742	2.5486	2.8526	2.3495	2.8175	2.8224	2.8444	2.7736	2.7346	2.5717	2.9845	3.1782	1.9549	2.4625	2.4476	2.6846	2.6923	2.9106	2.8355	2.7583	2.4794	3.0939	2.5764	2.5427	2.4802	2.9534	2.5743	2.3357	2.206	2.3612	2.6362	2.6419	2.5886	2.5767	2.3091	2.7475	2.6988	3.0745	2.6419	2.5668	2.3363	2.6478	2.4691	2.7094	2.7088	2.6103	2.7836	2.4402	3.1592	3.5353	2.4595	2.8467	2.6124	2.5381	2.7415	2.8749	2.7295	2.5508	3.1696	2.5702	2.4913	2.4893	2.5565	2.3713	1.7889	2.9276	2.4996	2.4808	2.8859	2.7873	2.3949	2.8886	2.681	2.7774	2.4349	2.3303	2.4685	2.467	2.6869	2.5636	2.9969	2.5137	2.6239	2.2914	3.1714	2.6578
"LOC101928196"	2.4334	2.706	2.3946	2.1292	2.6009	2.4023	2.7806	2.3014	2.7283	2.2425	2.3586	2.5599	2.2195	2.8141	2.4987	2.5128	2.6462	2.5629	2.37	2.6353	2.2556	2.3533	2.5473	2.4193	2.0686	2.3812	2.3914	2.2601	2.5787	2.3747	2.2919	2.293	2.493	2.2579	2.4772	2.3854	2.1466	2.4322	2.6882	2.1384	2.3503	2.5186	2.2469	1.9035	2.3704	2.4078	2.2162	2.9173	2.5618	2.4251	2.5194	2.2831	2.2613	2.4574	2.5685	2.2752	2.6182	2.3826	2.4896	2.0911	2.0198	2.6113	2.3183	2.5205	2.2252	1.9635	2.2243	2.2486	2.2381	2.3651	2.2684	2.4238	2.6088	3.0166	2.2882	2.4534	2.1874	3.0703	2.238	2.4388	2.4161	2.2371	2.3884	2.1902	2.1974	1.9016	2.2656	2.2044	2.5297	2.418	2.7396	2.6516	2.2977	2.635	2.213	2.5339	2.1966	2.1917	2.5211	2.453	2.0578	2.2506	2.2234	2.5146	2.1182	2.0382	2.3519
